사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2020-06,경원선,365,동두천중앙,33,0,"2,741",633,"5,054","2,467","9,048","4,394","8,788","10,530","5,991","4,272","5,350","3,615","5,010","4,418","4,880","4,298","4,836","4,331","4,519","3,632","4,462","4,399","4,768","4,712","6,432","5,971","7,475","5,806","3,125","6,619","2,348","4,937","1,646","3,431","1,056","3,393",468,"2,294",12,832,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경원선,366,보산,35,2,"1,485",409,"2,544","1,162","4,408","2,487","3,846","2,723","3,157","1,627","2,657","1,211","2,462","1,594","2,467","1,645","2,457","1,864","2,264","1,944","2,302","2,185","2,910","2,418","4,736","2,757","3,340","3,681","2,085","4,605","1,500","3,529",893,"2,692",390,"2,311",198,"1,284",10,495,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경원선,367,동두천,13,1,936,604,"3,012","3,366","4,917","8,403","5,553","6,426","3,505","3,584","3,142","3,687","2,994","3,439","2,773","3,205","3,118","3,029","2,833","3,384","3,570","3,384","3,707","3,128","5,054","3,176","4,836","4,865","2,726","4,368","1,566","3,280",944,"2,626",955,"2,120",288,"1,221",2,534,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경원선,368,소요산,59,1,776,"1,109","1,436","1,700","5,147","3,553","4,462","4,034","5,404","5,795","4,208","8,306","4,671","11,825","6,072","9,516","7,455","8,145","9,767","6,975","12,744","4,967","13,249","4,450","10,390","3,859","6,662","2,800","3,375","2,040","2,362","1,731","1,221","1,041",439,"1,335",165,938,2,429,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,안산선,280,산본,726,4,"8,869","1,919","23,061","7,253","57,736","15,086","50,450","31,062","24,639","20,455","18,679","16,438","18,088","15,939","19,566","17,941","18,728","19,857","17,635","20,577","18,332","21,962","21,288","24,025","24,932","34,205","30,537","59,083","20,372","56,990","16,111","29,850","16,365","23,975","14,442","18,484","4,910","14,997",729,"2,835",1,0,0,0,0,0,2020-07-03 13:43:21
2020-06,안산선,281,대야미,8,0,"2,276","1,296","7,609","4,771","17,559","5,601","18,184","8,633","9,190","4,824","6,470","4,441","5,885","4,193","6,033","4,186","6,216","4,132","6,109","4,661","6,267","5,603","7,575","6,950","8,626","9,429","10,186","13,882","6,055","11,857","4,427","7,745","3,437","7,110","1,944","6,657",928,"4,359",148,890,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,안산선,282,반월,11,0,"3,062","1,157","7,283","2,931","16,786","3,859","15,495","7,250","9,183","3,850","6,406","3,372","5,588","3,406","5,374","3,808","5,296","4,393","4,940","4,602","4,700","5,765","6,353","7,310","6,554","8,863","8,064","13,608","4,722","10,926","3,245","8,548","2,281","7,240","1,417","5,925",682,"4,037",212,778,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,안산선,283,상록수,516,23,"15,000","3,018","33,505","9,168","76,031","14,323","70,400","22,012","35,164","14,963","24,261","11,168","21,671","12,600","21,410","13,785","19,417","16,752","18,035","17,188","17,183","18,966","19,966","25,339","24,957","35,842","24,819","66,803","15,678","59,897","12,553","37,977","11,417","32,668","7,971","27,385","3,466","19,090",338,"4,454",1,1,0,0,0,0,2020-07-03 13:43:21
2020-06,안산선,284,한대앞,240,3,"6,299",760,"14,475","3,659","26,533","6,933","22,356","13,252","11,832","9,765","9,683","7,484","9,402","6,621","9,279","7,642","9,088","8,243","8,723","8,313","8,745","8,850","10,375","11,225","12,493","15,104","14,044","25,878","7,449","21,651","6,399","13,898","6,375","10,208","5,114","10,167","1,919","6,823",185,"1,695",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,안산선,285,중앙,251,6,"7,669",730,"23,559","7,134","49,059","11,993","38,856","31,548","18,713","24,190","15,661","15,408","16,334","16,008","18,737","18,836","19,395","21,805","17,936","22,257","19,684","20,627","24,142","24,476","27,907","32,830","32,715","55,475","20,968","49,555","21,841","27,825","20,745","23,564","18,389","18,089","6,668","14,182",539,"4,481",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,안산선,286,고잔,249,6,"4,598",771,"12,648","4,059","26,834","11,837","18,883","26,455","10,947","12,682","9,492","9,005","9,911","8,166","9,146","8,199","8,770","9,366","9,533","9,191","10,490","8,241","12,017","8,783","16,860","12,968","20,487","19,562","8,466","17,263","6,377","11,159","5,846","8,358","4,221","7,908","1,763","7,083",153,"2,550",0,2,0,0,0,0,2020-07-03 13:43:21
2020-06,안산선,287,초지,278,2,"2,919",463,"7,836","4,091","17,237","8,406","12,136","10,049","6,086","4,837","4,720","3,681","4,620","3,299","4,754","4,113","4,269","4,262","4,171","3,993","4,328","4,334","5,452","4,612","7,903","6,712","9,924","12,121","4,315","11,629","3,060","7,390","2,425","5,702","1,725","5,146",552,"3,544",35,"1,517",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,안산선,288,안산,"1,769",7,"11,468",847,"12,434","15,449","20,850","35,198","20,232","30,788","15,255","12,463","12,016","11,626","12,487","11,419","13,394","12,206","14,206","12,147","13,981","12,098","15,909","12,776","18,776","13,507","38,020","18,541","41,450","23,374","20,166","19,764","18,094","14,478","11,145","13,822","4,659","9,993","1,349","5,249",86,"2,474",0,1,0,0,0,0,2020-07-03 13:43:21
2020-06,안산선,289,신길온천,18,0,"1,531",39,"3,177","1,602","6,109","3,334","5,179","2,287","2,717","1,159","1,934","1,294","1,804","1,138","1,796","1,260","1,698","1,137","1,699","1,464","1,647","1,725","1,969","2,052","3,183","2,984","3,600","4,358","1,849","3,978","1,304","2,556",789,"2,223",360,"1,687",136,"1,552",15,533,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,안산선,290,정왕,300,4,"5,441",352,"8,745","9,787","15,478","22,886","12,667","25,950","8,415","13,589","7,948","9,849","8,302","7,942","9,587","9,534","10,107","9,822","9,748","9,980","11,338","9,410","14,783","9,077","19,560","12,528","25,460","16,528","12,333","13,844","9,586","9,730","7,615","8,997","4,017","7,414","1,409","5,419",26,"1,998",0,3,0,0,0,0,2020-07-03 13:43:21
2020-06,안산선,291,오이도,236,0,"6,182",115,"15,721","7,532","33,128","13,180","24,008","15,259","12,677","7,129","10,339","7,716","10,070","8,581","10,589","9,822","10,472","10,805","9,483","10,471","11,146","11,709","12,488","12,142","19,266","17,299","18,608","26,801","10,910","22,950","8,462","14,065","8,025","12,923","5,051","11,331","1,741","8,499",3,"3,532",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,안산선,292,수리산,8,3,"3,050",689,"9,078","1,706","19,962","3,643","17,613","5,635","9,231","3,856","5,933","4,443","5,036","3,091","5,108","3,115","4,715","3,027","4,633","3,366","4,758","4,068","4,726","4,923","4,947","6,521","5,153","11,423","3,030","10,543","2,025","6,248","1,509","5,545",979,"5,375",397,"3,388",84,659,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,과천선,230,선바위,1,0,"1,180","1,026","6,462","9,183","20,372","21,896","24,094","27,391","14,892","15,590","8,855","7,263","7,513","6,884","8,046","6,716","8,483","6,717","8,382","6,111","9,013","6,964","12,235","7,814","21,610","12,012","32,954","17,391","16,912","14,070","9,604","8,739","7,947","8,176","4,489","7,673","1,245","4,476",2,188,1,0,0,0,0,0,2020-07-03 13:43:21
2020-06,과천선,231,경마공원,4,0,205,278,828,"1,783","1,848","2,349","2,695","6,169","1,883","1,777","1,412","1,175","1,436","1,446","1,362","1,367","1,619","1,287","1,652","1,141","1,653","1,228","1,865","1,364","3,666","1,684","6,139","2,221","1,204","1,746",796,"1,180",646,"1,052",301,923,113,655,7,22,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,과천선,232,대공원,7,0,64,379,257,"3,348",899,"4,069","1,100","8,555","1,381","13,134","1,889","14,325","2,690","7,145","4,859","4,546","5,204","4,992","6,336","4,692","7,375","3,469","9,131","2,683","9,564","1,948","9,039","1,572","4,748","1,066","2,756",461,"3,044",433,882,303,230,227,3,5,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,과천선,233,과천,5,1,"1,661","1,007","6,433","10,727","19,286","4,274","18,337","7,540","9,768","4,090","6,474","3,423","6,181","3,493","6,317","3,964","6,311","4,060","5,736","4,295","6,066","4,862","10,651","6,365","12,151","7,923","7,535","14,303","3,593","12,399","2,448","7,034","1,650","7,176","1,172","6,914",387,"4,939",7,114,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,과천선,234,정부과천청사,39,23,"1,625","1,471","5,424","9,880","15,446","21,492","14,092","58,825","9,642","16,094","7,295","8,980","8,155","6,889","8,730","7,572","9,189","8,195","9,909","8,274","11,586","8,005","17,201","8,747","26,855","11,413","48,800","15,955","13,506","14,099","9,901","8,094","8,946","6,743","5,327","5,994","1,349","4,134",20,130,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,과천선,235,인덕원,177,43,"8,812","2,501","27,498","11,988","79,675","32,308","70,594","100,206","36,473","35,203","25,333","18,510","22,328","17,679","24,827","17,030","24,483","19,951","22,282","20,467","23,910","22,294","29,760","27,375","44,351","40,971","79,439","71,643","30,454","67,684","22,717","35,639","22,490","31,960","16,061","30,967","4,839","20,157",50,"2,255",2,0,0,0,0,0,2020-07-03 13:43:21
2020-06,과천선,236,평촌,25,3,"3,844","2,614","19,664","9,169","57,078","31,669","46,025","82,195","22,698","32,551","16,470","14,345","15,346","12,726","15,476","12,665","14,960","15,648","15,937","14,073","18,335","13,563","21,045","17,136","35,435","24,311","61,576","43,888","26,320","44,285","18,383","21,398","16,680","17,932","13,784","16,580","4,337","9,823",79,"2,073",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,과천선,237,범계,122,20,"7,752","3,178","30,733","11,496","83,911","22,049","71,085","56,590","35,295","43,809","25,004","27,973","25,774","24,473","28,092","25,814","27,927","31,013","28,005","29,090","30,543","29,699","35,862","36,515","44,036","51,014","59,734","80,797","35,614","76,202","36,612","36,100","29,494","28,633","26,504","26,588","8,995","14,913",279,"3,022",3,2,0,0,0,0,2020-07-03 13:43:21
2020-06,분당선,143,선릉,23,1,"1,362","1,226","2,175","11,034","4,303","47,794","5,755","137,617","4,780","85,906","6,009","35,958","7,836","21,296","9,160","19,165","10,826","20,533","12,424","17,011","15,071","15,522","24,695","14,760","42,217","18,886","78,408","24,171","34,402","15,038","20,995","7,367","19,033","5,523","16,964","4,629","4,541","3,510",136,626,1,0,0,0,0,0,2020-07-03 13:43:21
2020-06,분당선,144,한티,9,1,"1,818","1,011","7,044","7,663","19,313","23,684","21,183","45,338","13,138","37,619","10,229","22,510","11,547","16,936","14,660","18,582","16,065","23,400","15,725","17,589","19,118","17,428","24,187","18,478","32,350","27,028","41,560","29,567","26,676","23,003","28,462","12,621","18,531","10,059","23,666","9,500","3,860","5,258",81,307,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,분당선,145,도곡,25,1,"1,198",884,"2,982","5,617","7,591","15,890","10,946","26,131","7,509","17,499","6,333","7,588","6,705","7,014","7,751","6,825","8,201","7,804","8,576","6,620","10,670","6,751","12,874","7,169","18,187","9,487","23,677","12,257","11,836","10,360","7,614","5,833","6,862","5,281","5,153","4,854","1,336","3,196",26,470,1,1,0,0,0,0,2020-07-03 13:43:21
2020-06,분당선,146,구룡,5,0,414,256,"1,196","2,909","2,370","8,802","3,320","4,948","2,366","1,990","2,108","1,209","2,367","1,261","2,130","1,623","2,438","1,626","1,942","1,415","2,267","1,615","5,990","1,716","4,560","2,142","3,866","2,750","1,690","2,276","1,005","1,448","2,280","1,294",443,"1,233",143,961,4,39,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,분당선,147,개포동,1,0,759,435,"2,873","3,415","8,321","5,477","8,443","9,045","5,168","6,277","3,928","4,245","3,830","2,985","4,828","3,561","4,479","4,043","4,795","3,812","4,717","4,067","5,699","4,784","7,140","6,487","7,696","9,523","4,623","7,858","3,202","4,889","3,192","4,399","3,142","4,328",888,"2,591",12,122,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,분당선,148,대모산입구,6,0,"1,744","1,306","3,335","9,334","9,003","4,393","9,844","8,615","6,137","4,445","4,601","3,412","3,913","2,730","4,272","2,721","3,959","3,182","3,625","3,266","4,141","3,907","6,813","4,187","9,860","4,671","8,518","7,135","3,730","5,966","2,374","3,780","1,568","3,469","1,101","3,480",373,"2,267",4,176,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,분당선,149,수서,63,1,"3,378","3,174","7,017","11,975","23,189","25,954","35,093","45,205","21,855","25,664","19,953","16,733","15,454","12,906","18,658","15,453","17,581","16,123","14,117","15,791","20,343","16,699","24,216","21,075","32,082","26,078","42,115","36,452","19,426","27,533","18,373","18,488","12,480","15,419","11,982","12,992","5,783","6,555",5,656,2,0,0,0,0,0,2020-07-03 13:43:21
2020-06,분당선,150,복정,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,분당선,313,수원,"1,010",4,"4,109",390,"7,938","2,882","23,585","6,440","25,607","10,175","12,457","7,309","7,250","4,737","6,711","4,594","7,526","6,093","7,787","6,587","7,339","5,697","8,238","5,699","10,621","8,754","13,434","11,326","17,167","18,871","12,427","15,732","10,493","8,046","9,177","6,801","7,618","5,954","3,193","3,272",11,"1,152",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,분당선,314,서울숲,106,0,"2,430",463,"4,872","10,881","13,976","11,200","21,951","35,613","14,757","22,069","7,186","11,666","6,577","9,734","7,440","10,016","8,406","12,307","9,315","11,235","11,132","12,037","17,178","12,138","25,419","15,566","36,780","23,495","18,751","17,617","13,109","9,026","11,586","7,610","8,435","7,535","2,190","3,554",17,919,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,분당선,315,압구정로데오,186,1,"2,073",665,"3,479","10,145","5,037","22,257","7,099","70,247","5,848","88,076","6,539","44,049","9,214","28,636","11,785","26,426","14,349","26,601","18,306","24,880","23,662","22,452","30,077","23,250","47,397","29,758","78,997","38,531","58,285","24,829","47,839","9,691","32,618","5,931","26,630","5,108","7,857","2,410",147,580,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,분당선,316,강남구청,33,0,"1,260",706,"2,600","4,849","6,372","14,984","9,433","54,026","7,698","39,172","6,740","17,342","7,596","12,465","8,338","12,367","9,822","13,164","10,899","12,354","12,628","11,471","14,121","11,944","23,323","14,569","50,886","20,000","24,589","13,565","14,037","7,202","12,765","5,376","9,835","5,113","2,966","2,873",40,659,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,분당선,317,선정릉,8,0,"1,026",824,"2,040","4,782","4,238","13,149","7,009","52,074","5,410","43,597","4,560","13,718","5,516","8,329","6,336","7,376","7,242","7,855","8,591","7,394","9,404","6,660","11,779","7,199","20,630","7,889","45,424","10,254","25,149","6,792","11,783","4,036","10,575","3,677","8,250","3,319","2,146","2,268",35,454,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,분당선,318,가천대,37,8,"5,165",948,"6,860","3,323","17,755","5,679","22,544","16,414","13,099","10,912","7,790","8,038","7,438","6,497","8,882","7,998","8,066","8,682","8,601","8,851","8,574","8,518","11,681","10,184","16,149","14,023","11,903","21,202","7,006","18,989","5,177","12,888","4,302","12,957","3,766","13,821","1,727","9,496",14,830,1,0,0,0,0,0,2020-07-03 13:43:21
2020-06,분당선,319,태평,216,13,"15,085","2,191","19,878","5,386","39,927","8,733","60,598","16,869","37,279","11,406","19,609","10,214","15,969","11,615","16,245","11,583","16,648","13,369","14,661","14,567","14,263","20,708","15,796","21,912","17,728","29,194","19,267","43,867","10,576","35,017","8,422","23,887","6,550","25,397","4,650","21,444","1,733","12,212",43,907,0,1,0,0,0,0,2020-07-03 13:43:21
2020-06,분당선,320,모란,242,6,"15,347","3,229","21,333","10,513","52,203","21,589","65,783","32,911","45,617","25,667","27,880","23,364","26,886","24,714","27,771","24,608","27,882","26,950","26,263","27,282","27,578","35,584","31,306","35,069","32,640","40,734","39,424","60,071","22,766","48,380","16,233","33,457","15,144","31,676","11,607","24,416","5,416","17,277",179,"1,144",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,분당선,321,야탑,141,2,"7,087","3,272","19,258","14,933","53,818","36,826","63,406","87,500","38,824","47,929","28,478","28,245","28,997","26,929","30,188","28,637","30,236","30,271","30,768","31,908","33,805","30,410","38,982","37,615","52,363","47,330","78,073","70,712","38,046","58,238","27,839","33,841","27,058","28,041","19,500","26,270","7,198","15,951",213,"1,923",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,분당선,322,서현,491,9,"4,767","2,677","12,206","10,678","32,098","38,229","38,852","81,200","26,179","58,279","21,587","34,566","24,161","29,591","27,378","29,083","28,210","34,843","31,475","32,746","35,560","33,916","39,713","34,868","58,089","46,238","81,489","62,492","47,284","48,938","47,821","26,106","37,521","21,227","30,953","17,211","12,382","11,276",580,"1,100",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,분당선,323,수내,169,1,"2,500","1,885","6,746","5,793","16,848","15,402","21,730","48,802","13,314","38,515","10,230","18,746","11,530","14,133","12,975","15,144","14,798","15,162","16,176","15,673","18,723","14,030","20,497","16,983","30,881","19,797","43,685","28,105","25,148","20,569","24,490","12,326","17,065","9,880","14,591","8,893","3,952","5,474",137,856,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,분당선,324,정자,323,1,"3,748","1,217","10,313","16,057","27,345","24,265","32,517","63,431","21,169","44,108","14,556","19,910","14,573","13,771","15,550","15,424","16,206","16,172","17,249","15,761","20,201","16,768","24,554","20,927","37,359","28,440","55,598","46,608","30,901","39,317","22,804","22,711","24,776","17,808","22,927","17,433","9,100","10,355","1,173","2,292",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,분당선,325,미금,661,6,"3,462",961,"10,802","11,302","24,924","19,106","31,258","43,552","22,757","32,262","19,857","19,621","20,506","19,811","20,592","20,271","21,693","22,505","22,802","19,995","26,924","23,000","28,607","23,386","33,385","29,990","39,574","41,792","21,197","33,283","17,055","21,724","18,291","18,772","15,361","15,963","4,839","10,845",166,"2,098",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,분당선,326,오리,738,16,"3,718",567,"13,535","7,248","29,396","14,125","31,560","33,637","19,316","16,390","13,858","10,384","13,438","8,879","13,773","10,568","13,909","10,857","13,370","10,488","14,757","10,793","16,665","13,208","22,218","15,757","33,861","25,283","14,184","21,650","10,829","14,063","10,348","11,077","6,716","10,577","2,549","7,482",104,"1,648",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,분당선,327,이매,80,3,"2,595",870,"6,174","3,480","14,477","9,582","14,468","13,305","9,253","6,748","7,001","4,931","7,593","5,161","6,961","5,524","7,251","5,830","7,063","5,702","6,914","6,611","8,606","7,025","13,678","9,988","13,087","14,029","6,479","11,671","4,414","7,215","4,519","6,561","4,818","6,681",973,"4,497",118,581,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,분당선,328,보정,34,1,938,85,"3,310","1,425","8,696","2,648","9,856","5,968","5,335","1,706","3,767","1,366","2,967","1,600","2,875","1,841","2,858","1,985","2,801","2,172","3,357","2,975","4,482","3,128","3,487","3,748","3,761","5,553","1,672","5,701","1,272","3,617","1,225","3,070",865,"3,083",341,"2,005",15,176,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,분당선,329,죽전,"1,197",3,"4,967",900,"15,431","6,986","43,118","14,625","35,702","20,365","20,351","18,212","13,655","19,712","13,458","15,388","14,156","15,830","15,038","17,624","14,987","16,745","16,789","17,725","19,126","20,983","24,147","27,488","29,204","44,175","19,945","40,533","22,776","23,877","11,970","19,825","9,493","20,454","3,109","14,940",4,"6,721",0,0,0,0,0,0,2020-07-03 13:43:21
